"negative" "positive"
"3308" 0.765 0.235
"3309" 0.806 0.194
"3310" 0.807 0.193
"3311" 0.792 0.208
"3312" 0.772 0.228
"3313" 0.738 0.262
"3314" 0.737 0.263
"3315" 0.694 0.306
"3316" 0.693 0.307
"3317" 0.742 0.258
"3318" 0.779 0.221
"3319" 0.792 0.208
"3320" 0.768 0.232
"3321" 0.748 0.252
"3322" 0.729 0.271
"3323" 0.753 0.247
"3324" 0.782 0.218
"3325" 0.808 0.192
"3326" 0.816 0.184
"3327" 0.805 0.195
"3328" 0.829 0.171
"3329" 0.847 0.153
"3330" 0.839 0.161
"3331" 0.839 0.161
"3332" 0.759 0.241
"3333" 0.711 0.289
"3334" 0.569 0.431
"3335" 0.494 0.506
"3336" 0.495 0.505
"3337" 0.516 0.484
"3338" 0.518 0.482
"3339" 0.541 0.459
"3340" 0.598 0.402
"3341" 0.683 0.317
"3342" 0.767 0.233
"3343" 0.772 0.228
"3344" 0.79 0.21
"3345" 0.773 0.227
"3346" 0.705 0.295
"3347" 0.573 0.427
"3348" 0.463 0.537
"3349" 0.479 0.521
"3350" 0.468 0.532
"3351" 0.504 0.496
"3352" 0.561 0.439
"3353" 0.584 0.416
"3354" 0.605 0.395
"3355" 0.684 0.316
"3356" 0.787 0.213
"3357" 0.88 0.12
"3358" 0.894 0.106
"3359" 0.934 0.066
"3360" 0.936 0.064
"3361" 0.933 0.067
"3362" 0.914 0.086
"3363" 0.933 0.067
"3364" 0.875 0.125
"3365" 0.88 0.12
"3366" 0.8 0.2
"3367" 0.698 0.302
"3368" 0.535 0.465
"3369" 0.401 0.599
"3370" 0.31 0.69
"3371" 0.264 0.736
"3372" 0.279 0.721
"3373" 0.275 0.725
"3374" 0.272 0.728
"3375" 0.319 0.681
"3376" 0.39 0.61
"3377" 0.505 0.495
"3378" 0.642 0.358
"3379" 0.71 0.29
"3380" 0.805 0.195
"3381" 0.867 0.133
"3382" 0.824 0.176
"3383" 0.801 0.199
"3384" 0.718 0.282
"3385" 0.611 0.389
"3386" 0.486 0.514
"3387" 0.43 0.57
"3388" 0.408 0.592
"3389" 0.344 0.656
"3390" 0.34 0.66
"3391" 0.336 0.664
"3392" 0.385 0.615
"3393" 0.449 0.551
"3394" 0.547 0.453
"3395" 0.682 0.318
"3396" 0.831 0.169
"3397" 0.928 0.072
"3398" 0.946 0.054
"3399" 0.956 0.044
"3400" 0.953 0.047
"3401" 0.972 0.028
"3402" 0.969 0.031
"3403" 0.978 0.022
"3404" 0.968 0.032
"3405" 0.976 0.024
"3406" 0.981 0.019
"3407" 0.983 0.017
"3408" 0.988 0.012
"3409" 0.988 0.012
"3410" 0.987 0.013
"3411" 0.982 0.018
"3412" 0.989 0.011
"3413" 0.99 0.01
"3414" 0.987 0.013
"3415" 0.994 0.006
"3416" 0.989 0.011
"3417" 0.992 0.008
"3418" 0.986 0.014
"3419" 0.993 0.007
"3420" 0.987 0.013
"3421" 0.995 0.005
"3422" 0.997 0.003
"3423" 0.994 0.006
"3424" 0.993 0.007
"3425" 0.997 0.003
"3426" 0.995 0.005
"3427" 0.995 0.005
"3428" 0.991 0.009
"3429" 0.985 0.015
"3430" 0.984 0.016
"3431" 0.975 0.025
"3432" 0.982 0.018
"3433" 0.977 0.023
"3434" 0.989 0.011
"3435" 0.986 0.014
"3436" 0.974 0.026
"3437" 0.981 0.019
"3438" 0.97 0.03
"3439" 0.956 0.044
"3440" 0.954 0.046
"3441" 0.958 0.042
"3442" 0.937 0.063
"3443" 0.894 0.106
"3444" 0.838 0.162
"3445" 0.748 0.252
"3446" 0.64 0.36
"3447" 0.536 0.464
"3448" 0.377 0.623
"3449" 0.342 0.658
"3450" 0.343 0.657
"3451" 0.303 0.697
"3452" 0.291 0.709
"3453" 0.317 0.683
"3454" 0.361 0.639
"3455" 0.449 0.551
"3456" 0.547 0.453
"3457" 0.647 0.353
"3458" 0.628 0.372
"3459" 0.402 0.598
"3460" 0.351 0.649
"3461" 0.355 0.645
"3462" 0.413 0.587
"3463" 0.441 0.559
"3464" 0.46 0.54
"3465" 0.482 0.518
"3466" 0.549 0.451
"3467" 0.621 0.379
"3468" 0.698 0.302
"3469" 0.727 0.273
"3470" 0.795 0.205
"3471" 0.846 0.154
"3472" 0.887 0.113
"3473" 0.868 0.132
"3474" 0.888 0.112
"3475" 0.884 0.116
"3476" 0.873 0.127
"3477" 0.827 0.173
"3478" 0.794 0.206
"3479" 0.692 0.308
"3480" 0.699 0.301
"3481" 0.656 0.344
"3482" 0.593 0.407
"3483" 0.499 0.501
"3484" 0.417 0.583
"3485" 0.328 0.672
"3486" 0.323 0.677
"3487" 0.277 0.723
"3488" 0.328 0.672
"3489" 0.407 0.593
"3490" 0.432 0.568
"3491" 0.498 0.502
"3492" 0.592 0.408
"3493" 0.674 0.326
"3494" 0.752 0.248
"3495" 0.801 0.199
"3496" 0.79 0.21
"3497" 0.776 0.224
"3498" 0.804 0.196
"3499" 0.813 0.187
"3500" 0.832 0.168
"3501" 0.875 0.125
"3502" 0.896 0.104
"3503" 0.887 0.113
"3504" 0.813 0.187
"3505" 0.825 0.175
"3506" 0.797 0.203
"3507" 0.824 0.176
"3508" 0.844 0.156
"3509" 0.823 0.177
"3510" 0.828 0.172
"3511" 0.862 0.138
"3512" 0.851 0.149
"3513" 0.851 0.149
"3514" 0.825 0.175
"3515" 0.816 0.184
"3516" 0.789 0.211
"3517" 0.685 0.315
"3518" 0.572 0.428
"3519" 0.39 0.61
"3520" 0.291 0.709
"3521" 0.275 0.725
"3522" 0.279 0.721
"3523" 0.306 0.694
"3524" 0.327 0.673
"3525" 0.403 0.597
"3526" 0.457 0.543
"3527" 0.574 0.426
"3528" 0.642 0.358
"3529" 0.701 0.299
"3530" 0.773 0.227
"3531" 0.837 0.163
"3532" 0.85 0.15
"3533" 0.851 0.149
"3534" 0.908 0.092
"3535" 0.923 0.077
"3536" 0.957 0.043
"3537" 0.935 0.065
"3538" 0.961 0.039
"3539" 0.942 0.058
"3540" 0.941 0.059
"3541" 0.947 0.053
"3542" 0.935 0.065
"3543" 0.906 0.094
"3544" 0.887 0.113
"3545" 0.875 0.125
"3546" 0.796 0.204
"3547" 0.794 0.206
"3548" 0.753 0.247
"3549" 0.686 0.314
"3550" 0.57 0.43
"3551" 0.432 0.568
"3552" 0.274 0.726
"3553" 0.264 0.736
"3554" 0.217 0.783
"3555" 0.257 0.743
"3556" 0.272 0.728
"3557" 0.292 0.708
"3558" 0.366 0.634
"3559" 0.427 0.573
"3560" 0.583 0.417
"3561" 0.693 0.307
"3562" 0.709 0.291
"3563" 0.634 0.366
"3564" 0.343 0.657
"3565" 0.268 0.732
"3566" 0.236 0.764
"3567" 0.239 0.761
"3568" 0.221 0.779
"3569" 0.28 0.72
"3570" 0.31 0.69
"3571" 0.431 0.569
"3572" 0.523 0.477
"3573" 0.612 0.388
"3574" 0.681 0.319
"3575" 0.77 0.23
"3576" 0.817 0.183
"3577" 0.871 0.129
"3578" 0.88 0.12
"3579" 0.9 0.1
"3580" 0.908 0.092
"3581" 0.912 0.088
"3582" 0.898 0.102
"3583" 0.879 0.121
"3584" 0.85 0.15
"3585" 0.812 0.188
"3586" 0.736 0.264
"3587" 0.688 0.312
"3588" 0.529 0.471
"3589" 0.353 0.647
"3590" 0.258 0.742
"3591" 0.166 0.834
"3592" 0.12 0.88
"3593" 0.111 0.889
"3594" 0.09 0.91
"3595" 0.102 0.898
"3596" 0.155 0.845
"3597" 0.239 0.761
"3598" 0.419 0.581
"3599" 0.862 0.138
"3600" 0.875 0.125
"3601" 0.85 0.15
"3602" 0.832 0.168
"3603" 0.852 0.148
"3604" 0.777 0.223
"3605" 0.752 0.248
"3606" 0.745 0.255
"3607" 0.756 0.244
"3608" 0.717 0.283
"3609" 0.717 0.283
"3610" 0.719 0.281
"3611" 0.718 0.282
"3612" 0.699 0.301
"3613" 0.681 0.319
"3614" 0.602 0.398
"3615" 0.677 0.323
"3616" 0.707 0.293
"3617" 0.722 0.278
"3618" 0.737 0.263
"3619" 0.78 0.22
"3620" 0.78 0.22
"3621" 0.825 0.175
"3622" 0.845 0.155
"3623" 0.85 0.15
"3624" 0.842 0.158
"3625" 0.844 0.156
"3626" 0.81 0.19
"3627" 0.819 0.181
"3628" 0.797 0.203
"3629" 0.787 0.213
"3630" 0.743 0.257
"3631" 0.725 0.275
"3632" 0.714 0.286
"3633" 0.665 0.335
"3634" 0.652 0.348
"3635" 0.601 0.399
"3636" 0.475 0.525
"3637" 0.425 0.575
"3638" 0.401 0.599
"3639" 0.45 0.55
"3640" 0.537 0.463
"3641" 0.579 0.421
"3642" 0.653 0.347
"3643" 0.693 0.307
"3644" 0.715 0.285
"3645" 0.718 0.282
"3646" 0.67 0.33
"3647" 0.644 0.356
"3648" 0.601 0.399
"3649" 0.573 0.427
"3650" 0.524 0.476
"3651" 0.521 0.479
"3652" 0.524 0.476
"3653" 0.573 0.427
"3654" 0.564 0.436
"3655" 0.588 0.412
"3656" 0.571 0.429
"3657" 0.619 0.381
"3658" 0.615 0.385
"3659" 0.613 0.387
"3660" 0.612 0.388
"3661" 0.619 0.381
"3662" 0.631 0.369
"3663" 0.705 0.295
"3664" 0.722 0.278
"3665" 0.83 0.17
"3666" 0.852 0.148
"3667" 0.846 0.154
"3668" 0.829 0.171
"3669" 0.828 0.172
"3670" 0.852 0.148
"3671" 0.851 0.149
"3672" 0.827 0.173
"3673" 0.808 0.192
"3674" 0.785 0.215
"3675" 0.78 0.22
"3676" 0.814 0.186
"3677" 0.815 0.185
"3678" 0.846 0.154
"3679" 0.876 0.124
"3680" 0.878 0.122
"3681" 0.855 0.145
"3682" 0.862 0.138
"3683" 0.863 0.137
"3684" 0.873 0.127
"3685" 0.87 0.13
"3686" 0.841 0.159
"3687" 0.783 0.217
"3688" 0.739 0.261
"3689" 0.693 0.307
"3690" 0.583 0.417
"3691" 0.529 0.471
"3692" 0.435 0.565
"3693" 0.423 0.577
"3694" 0.467 0.533
"3695" 0.423 0.577
"3696" 0.442 0.558
"3697" 0.579 0.421
"3698" 0.632 0.368
"3699" 0.727 0.273
"3700" 0.74 0.26
"3701" 0.712 0.288
"3702" 0.701 0.299
"3703" 0.625 0.375
"3704" 0.656 0.344
"3705" 0.676 0.324
"3706" 0.71 0.29
"3707" 0.693 0.307
"3708" 0.696 0.304
"3709" 0.651 0.349
"3710" 0.67 0.33
"3711" 0.643 0.357
"3712" 0.653 0.347
"3713" 0.636 0.364
"3714" 0.632 0.368
"3715" 0.655 0.345
"3716" 0.705 0.295
"3717" 0.728 0.272
"3718" 0.767 0.233
"3719" 0.766 0.234
"3720" 0.73 0.27
"3721" 0.723 0.277
"3722" 0.694 0.306
"3723" 0.717 0.283
"3724" 0.745 0.255
"3725" 0.754 0.246
"3726" 0.739 0.261
"3727" 0.683 0.317
"3728" 0.667 0.333
"3729" 0.658 0.342
"3730" 0.615 0.385
"3731" 0.66 0.34
"3732" 0.691 0.309
"3733" 0.763 0.237
"3734" 0.781 0.219
"3735" 0.801 0.199
"3736" 0.823 0.177
"3737" 0.84 0.16
"3738" 0.808 0.192
"3739" 0.772 0.228
"3740" 0.617 0.383
"3741" 0.556 0.444
"3742" 0.585 0.415
"3743" 0.574 0.426
"3744" 0.561 0.439
"3745" 0.632 0.368
"3746" 0.666 0.334
"3747" 0.689 0.311
"3748" 0.727 0.273
"3749" 0.782 0.218
"3750" 0.786 0.214
"3751" 0.792 0.208
"3752" 0.816 0.184
"3753" 0.856 0.144
"3754" 0.861 0.139
"3755" 0.877 0.123
"3756" 0.869 0.131
"3757" 0.85 0.15
"3758" 0.851 0.149
"3759" 0.83 0.17
"3760" 0.826 0.174
"3761" 0.79 0.21
"3762" 0.783 0.217
"3763" 0.78 0.22
"3764" 0.791 0.209
"3765" 0.853 0.147
"3766" 0.843 0.157
"3767" 0.847 0.153
"3768" 0.871 0.129
"3769" 0.865 0.135
"3770" 0.818 0.182
"3771" 0.786 0.214
"3772" 0.767 0.233
"3773" 0.68 0.32
"3774" 0.597 0.403
"3775" 0.556 0.444
"3776" 0.518 0.482
"3777" 0.445 0.555
"3778" 0.392 0.608
"3779" 0.362 0.638
"3780" 0.348 0.652
"3781" 0.394 0.606
"3782" 0.511 0.489
"3783" 0.687 0.313
"3784" 0.76 0.24
"3785" 0.792 0.208
"3786" 0.773 0.227
"3787" 0.75 0.25
"3788" 0.742 0.258
"3789" 0.711 0.289
"3790" 0.627 0.373
"3791" 0.612 0.388
"3792" 0.571 0.429
"3793" 0.555 0.445
"3794" 0.544 0.456
"3795" 0.567 0.433
"3796" 0.616 0.384
"3797" 0.658 0.342
"3798" 0.673 0.327
"3799" 0.685 0.315
"3800" 0.65 0.35
"3801" 0.625 0.375
"3802" 0.621 0.379
"3803" 0.653 0.347
"3804" 0.594 0.406
"3805" 0.504 0.496
"3806" 0.413 0.587
"3807" 0.42 0.58
"3808" 0.439 0.561
"3809" 0.448 0.552
"3810" 0.48 0.52
"3811" 0.477 0.523
"3812" 0.533 0.467
"3813" 0.584 0.416
"3814" 0.68 0.32
"3815" 0.749 0.251
"3816" 0.69 0.31
"3817" 0.595 0.405
"3818" 0.528 0.472
"3819" 0.429 0.571
"3820" 0.381 0.619
"3821" 0.376 0.624
"3822" 0.365 0.635
"3823" 0.356 0.644
"3824" 0.391 0.609
"3825" 0.462 0.538
"3826" 0.584 0.416
"3827" 0.678 0.322
"3828" 0.782 0.218
"3829" 0.784 0.216
"3830" 0.8 0.2
"3831" 0.815 0.185
"3832" 0.801 0.199
"3833" 0.832 0.168
"3834" 0.839 0.161
"3835" 0.811 0.189
"3836" 0.816 0.184
"3837" 0.789 0.211
"3838" 0.745 0.255
"3839" 0.748 0.252
"3840" 0.735 0.265
"3841" 0.719 0.281
"3842" 0.677 0.323
"3843" 0.584 0.416
"3844" 0.417 0.583
"3845" 0.365 0.635
"3846" 0.308 0.692
"3847" 0.319 0.681
"3848" 0.299 0.701
"3849" 0.296 0.704
"3850" 0.323 0.677
"3851" 0.423 0.577
"3852" 0.539 0.461
"3853" 0.628 0.372
"3854" 0.67 0.33
"3855" 0.607 0.393
"3856" 0.529 0.471
"3857" 0.428 0.572
"3858" 0.418 0.582
"3859" 0.389 0.611
"3860" 0.455 0.545
"3861" 0.494 0.506
"3862" 0.592 0.408
"3863" 0.653 0.347
"3864" 0.642 0.358
"3865" 0.681 0.319
"3866" 0.721 0.279
"3867" 0.739 0.261
"3868" 0.728 0.272
"3869" 0.707 0.293
"3870" 0.672 0.328
"3871" 0.67 0.33
"3872" 0.682 0.318
"3873" 0.706 0.294
"3874" 0.755 0.245
"3875" 0.76 0.24
"3876" 0.748 0.252
"3877" 0.744 0.256
"3878" 0.716 0.284
"3879" 0.654 0.346
"3880" 0.657 0.343
"3881" 0.654 0.346
"3882" 0.707 0.293
"3883" 0.707 0.293
"3884" 0.69 0.31
"3885" 0.697 0.303
"3886" 0.693 0.307
"3887" 0.692 0.308
"3888" 0.738 0.262
"3889" 0.734 0.266
"3890" 0.734 0.266
"3891" 0.749 0.251
"3892" 0.712 0.288
"3893" 0.76 0.24
"3894" 0.707 0.293
"3895" 0.708 0.292
"3896" 0.66 0.34
"3897" 0.601 0.399
"3898" 0.53 0.47
"3899" 0.443 0.557
"3900" 0.436 0.564
"3901" 0.381 0.619
"3902" 0.375 0.625
"3903" 0.472 0.528
"3904" 0.486 0.514
"3905" 0.543 0.457
"3906" 0.645 0.355
"3907" 0.693 0.307
"3908" 0.691 0.309
"3909" 0.667 0.333
"3910" 0.606 0.394
"3911" 0.618 0.382
"3912" 0.604 0.396
"3913" 0.576 0.424
"3914" 0.543 0.457
"3915" 0.505 0.495
"3916" 0.522 0.478
"3917" 0.52 0.48
"3918" 0.505 0.495
"3919" 0.591 0.409
"3920" 0.662 0.338
"3921" 0.676 0.324
"3922" 0.694 0.306
"3923" 0.746 0.254
"3924" 0.758 0.242
"3925" 0.742 0.258
"3926" 0.762 0.238
"3927" 0.796 0.204
"3928" 0.818 0.182
"3929" 0.843 0.157
"3930" 0.833 0.167
"3931" 0.805 0.195
"3932" 0.827 0.173
"3933" 0.816 0.184
"3934" 0.799 0.201
"3935" 0.733 0.267
"3936" 0.761 0.239
"3937" 0.687 0.313
"3938" 0.61 0.39
"3939" 0.589 0.411
"3940" 0.516 0.484
"3941" 0.415 0.585
"3942" 0.386 0.614
"3943" 0.352 0.648
"3944" 0.386 0.614
"3945" 0.449 0.551
"3946" 0.578 0.422
"3947" 0.653 0.347
"3948" 0.742 0.258
"3949" 0.718 0.282
"3950" 0.671 0.329
"3951" 0.705 0.295
"3952" 0.688 0.312
"3953" 0.683 0.317
"3954" 0.606 0.394
"3955" 0.5 0.5
"3956" 0.47 0.53
"3957" 0.434 0.566
"3958" 0.492 0.508
"3959" 0.505 0.495
"3960" 0.62 0.38
"3961" 0.639 0.361
"3962" 0.647 0.353
"3963" 0.675 0.325
"3964" 0.694 0.306
"3965" 0.701 0.299
"3966" 0.732 0.268
"3967" 0.729 0.271
"3968" 0.749 0.251
"3969" 0.762 0.238
"3970" 0.799 0.201
"3971" 0.791 0.209
"3972" 0.758 0.242
"3973" 0.702 0.298
"3974" 0.635 0.365
"3975" 0.602 0.398
"3976" 0.443 0.557
"3977" 0.335 0.665
"3978" 0.273 0.727
"3979" 0.272 0.728
"3980" 0.239 0.761
"3981" 0.243 0.757
"3982" 0.287 0.713
"3983" 0.34 0.66
"3984" 0.395 0.605
"3985" 0.418 0.582
"3986" 0.53 0.47
"3987" 0.88 0.12
"3988" 0.858 0.142
"3989" 0.83 0.17
"3990" 0.865 0.135
"3991" 0.817 0.183
"3992" 0.865 0.135
"3993" 0.859 0.141
"3994" 0.823 0.177
"3995" 0.834 0.166
"3996" 0.802 0.198
"3997" 0.81 0.19
"3998" 0.797 0.203
"3999" 0.756 0.244
"4000" 0.745 0.255
"4001" 0.673 0.327
"4002" 0.746 0.254
"4003" 0.812 0.188
"4004" 0.85 0.15
"4005" 0.866 0.134
"4006" 0.881 0.119
"4007" 0.885 0.115
"4008" 0.872 0.128
"4009" 0.818 0.182
"4010" 0.787 0.213
"4011" 0.753 0.247
"4012" 0.722 0.278
"4013" 0.713 0.287
"4014" 0.725 0.275
"4015" 0.76 0.24
"4016" 0.721 0.279
"4017" 0.735 0.265
"4018" 0.7 0.3
"4019" 0.69 0.31
"4020" 0.703 0.297
"4021" 0.684 0.316
"4022" 0.673 0.327
"4023" 0.643 0.357
"4024" 0.613 0.387
"4025" 0.537 0.463
"4026" 0.545 0.455
"4027" 0.581 0.419
"4028" 0.596 0.404
"4029" 0.629 0.371
"4030" 0.688 0.312
"4031" 0.657 0.343
"4032" 0.658 0.342
"4033" 0.637 0.363
"4034" 0.667 0.333
"4035" 0.648 0.352
"4036" 0.625 0.375
"4037" 0.588 0.412
"4038" 0.608 0.392
"4039" 0.601 0.399
"4040" 0.602 0.398
"4041" 0.621 0.379
"4042" 0.652 0.348
"4043" 0.651 0.349
"4044" 0.661 0.339
"4045" 0.693 0.307
"4046" 0.695 0.305
"4047" 0.706 0.294
"4048" 0.742 0.258
"4049" 0.757 0.243
"4050" 0.762 0.238
"4051" 0.762 0.238
"4052" 0.782 0.218
"4053" 0.791 0.209
"4054" 0.778 0.222
"4055" 0.741 0.259
"4056" 0.712 0.288
"4057" 0.674 0.326
"4058" 0.681 0.319
"4059" 0.679 0.321
"4060" 0.668 0.332
"4061" 0.654 0.346
"4062" 0.632 0.368
"4063" 0.599 0.401
"4064" 0.589 0.411
"4065" 0.607 0.393
"4066" 0.636 0.364
"4067" 0.634 0.366
"4068" 0.666 0.334
"4069" 0.707 0.293
"4070" 0.686 0.314
"4071" 0.639 0.361
"4072" 0.599 0.401
"4073" 0.588 0.412
"4074" 0.591 0.409
"4075" 0.588 0.412
"4076" 0.608 0.392
"4077" 0.613 0.387
"4078" 0.672 0.328
"4079" 0.652 0.348
"4080" 0.69 0.31
"4081" 0.656 0.344
"4082" 0.705 0.295
"4083" 0.664 0.336
"4084" 0.703 0.297
"4085" 0.736 0.264
"4086" 0.777 0.223
"4087" 0.792 0.208
"4088" 0.803 0.197
"4089" 0.748 0.252
"4090" 0.778 0.222
"4091" 0.758 0.242
"4092" 0.771 0.229
"4093" 0.833 0.167
"4094" 0.837 0.163
"4095" 0.841 0.159
"4096" 0.88 0.12
"4097" 0.869 0.131
"4098" 0.875 0.125
"4099" 0.89 0.11
"4100" 0.894 0.106
"4101" 0.898 0.102
"4102" 0.905 0.095
"4103" 0.914 0.086
"4104" 0.933 0.067
"4105" 0.926 0.074
"4106" 0.928 0.072
"4107" 0.939 0.061
"4108" 0.944 0.056
"4109" 0.952 0.048
"4110" 0.945 0.055
"4111" 0.929 0.071
"4112" 0.932 0.068
"4113" 0.916 0.084
"4114" 0.909 0.091
"4115" 0.871 0.129
"4116" 0.826 0.174
"4117" 0.752 0.248
"4118" 0.686 0.314
"4119" 0.668 0.332
"4120" 0.658 0.342
"4121" 0.629 0.371
"4122" 0.616 0.384
"4123" 0.567 0.433
"4124" 0.583 0.417
"4125" 0.594 0.406
"4126" 0.657 0.343
"4127" 0.688 0.312
"4128" 0.671 0.329
"4129" 0.665 0.335
"4130" 0.658 0.342
"4131" 0.635 0.365
"4132" 0.573 0.427
"4133" 0.44 0.56
"4134" 0.362 0.638
"4135" 0.307 0.693
"4136" 0.307 0.693
"4137" 0.336 0.664
"4138" 0.335 0.665
"4139" 0.363 0.637
"4140" 0.464 0.536
"4141" 0.624 0.376
"4142" 0.734 0.266
"4143" 0.819 0.181
"4144" 0.86 0.14
"4145" 0.872 0.128
"4146" 0.905 0.095
"4147" 0.934 0.066
"4148" 0.933 0.067
"4149" 0.934 0.066
"4150" 0.93 0.07
"4151" 0.923 0.077
"4152" 0.893 0.107
"4153" 0.84 0.16
"4154" 0.753 0.247
"4155" 0.666 0.334
"4156" 0.571 0.429
"4157" 0.378 0.622
"4158" 0.356 0.644
"4159" 0.294 0.706
"4160" 0.286 0.714
"4161" 0.301 0.699
"4162" 0.373 0.627
"4163" 0.466 0.534
"4164" 0.565 0.435
"4165" 0.701 0.299
"4166" 0.683 0.317
"4167" 0.579 0.421
"4168" 0.393 0.607
"4169" 0.338 0.662
"4170" 0.309 0.691
"4171" 0.305 0.695
"4172" 0.321 0.679
"4173" 0.404 0.596
"4174" 0.5 0.5
"4175" 0.598 0.402
"4176" 0.706 0.294
"4177" 0.799 0.201
"4178" 0.833 0.167
"4179" 0.911 0.089
"4180" 0.896 0.104
"4181" 0.941 0.059
"4182" 0.936 0.064
"4183" 0.934 0.066
"4184" 0.944 0.056
"4185" 0.917 0.083
"4186" 0.898 0.102
"4187" 0.82 0.18
"4188" 0.777 0.223
"4189" 0.72 0.28
"4190" 0.593 0.407
"4191" 0.402 0.598
"4192" 0.361 0.639
"4193" 0.333 0.667
"4194" 0.304 0.696
"4195" 0.293 0.707
"4196" 0.322 0.678
"4197" 0.347 0.653
"4198" 0.453 0.547
"4199" 0.544 0.456
"4200" 0.631 0.369
"4201" 0.612 0.388
"4202" 0.427 0.573
"4203" 0.352 0.648
"4204" 0.332 0.668
"4205" 0.301 0.699
"4206" 0.302 0.698
"4207" 0.395 0.605
"4208" 0.442 0.558
"4209" 0.561 0.439
"4210" 0.676 0.324
"4211" 0.744 0.256
"4212" 0.803 0.197
"4213" 0.839 0.161
"4214" 0.895 0.105
"4215" 0.906 0.094
"4216" 0.904 0.096
"4217" 0.906 0.094
"4218" 0.909 0.091
"4219" 0.886 0.114
"4220" 0.843 0.157
"4221" 0.804 0.196
"4222" 0.755 0.245
"4223" 0.666 0.334
"4224" 0.588 0.412
"4225" 0.518 0.482
"4226" 0.356 0.644
"4227" 0.325 0.675
"4228" 0.318 0.682
"4229" 0.276 0.724
"4230" 0.281 0.719
"4231" 0.288 0.712
"4232" 0.325 0.675
"4233" 0.421 0.579
"4234" 0.59 0.41
"4235" 0.712 0.288
"4236" 0.722 0.278
"4237" 0.689 0.311
"4238" 0.418 0.582
"4239" 0.361 0.639
"4240" 0.303 0.697
"4241" 0.309 0.691
"4242" 0.3 0.7
"4243" 0.316 0.684
"4244" 0.318 0.682
"4245" 0.405 0.595
"4246" 0.523 0.477
"4247" 0.647 0.353
"4248" 0.745 0.255
"4249" 0.811 0.189
"4250" 0.837 0.163
"4251" 0.837 0.163
"4252" 0.857 0.143
"4253" 0.831 0.169
"4254" 0.802 0.198
"4255" 0.738 0.262
"4256" 0.666 0.334
"4257" 0.55 0.45
"4258" 0.427 0.573
"4259" 0.328 0.672
"4260" 0.315 0.685
"4261" 0.26 0.74
"4262" 0.271 0.729
"4263" 0.257 0.743
"4264" 0.315 0.685
"4265" 0.399 0.601
"4266" 0.495 0.505
"4267" 0.653 0.347
"4268" 0.752 0.248
"4269" 0.742 0.258
"4270" 0.698 0.302
"4271" 0.535 0.465
"4272" 0.504 0.496
"4273" 0.473 0.527
"4274" 0.423 0.577
"4275" 0.414 0.586
"4276" 0.426 0.574
"4277" 0.48 0.52
"4278" 0.521 0.479
"4279" 0.574 0.426
"4280" 0.689 0.311
"4281" 0.758 0.242
"4282" 0.842 0.158
"4283" 0.859 0.141
"4284" 0.913 0.087
"4285" 0.918 0.082
"4286" 0.941 0.059
"4287" 0.951 0.049
"4288" 0.951 0.049
"4289" 0.937 0.063
"4290" 0.974 0.026
"4291" 0.973 0.027
"4292" 0.979 0.021
"4293" 0.974 0.026
"4294" 0.977 0.023
"4295" 0.976 0.024
"4296" 0.981 0.019
"4297" 0.973 0.027
"4298" 0.965 0.035
"4299" 0.965 0.035
"4300" 0.942 0.058
"4301" 0.942 0.058
"4302" 0.925 0.075
"4303" 0.883 0.117
"4304" 0.862 0.138
"4305" 0.795 0.205
"4306" 0.727 0.273
"4307" 0.554 0.446
"4308" 0.443 0.557
"4309" 0.323 0.677
"4310" 0.264 0.736
"4311" 0.26 0.74
"4312" 0.263 0.737
"4313" 0.3 0.7
"4314" 0.308 0.692
"4315" 0.342 0.658
"4316" 0.434 0.566
"4317" 0.546 0.454
"4318" 0.891 0.109
"4319" 0.869 0.131
"4320" 0.817 0.183
"4321" 0.821 0.179
"4322" 0.808 0.192
"4323" 0.813 0.187
"4324" 0.83 0.17
"4325" 0.822 0.178
"4326" 0.82 0.18
"4327" 0.815 0.185
"4328" 0.828 0.172
"4329" 0.829 0.171
"4330" 0.763 0.237
"4331" 0.778 0.222
"4332" 0.776 0.224
"4333" 0.726 0.274
"4334" 0.728 0.272
"4335" 0.693 0.307
"4336" 0.672 0.328
"4337" 0.678 0.322
"4338" 0.698 0.302
"4339" 0.675 0.325
"4340" 0.61 0.39
"4341" 0.581 0.419
"4342" 0.557 0.443
"4343" 0.565 0.435
"4344" 0.579 0.421
"4345" 0.618 0.382
"4346" 0.708 0.292
"4347" 0.746 0.254
"4348" 0.786 0.214
"4349" 0.795 0.205
"4350" 0.856 0.144
"4351" 0.893 0.107
"4352" 0.908 0.092
"4353" 0.924 0.076
"4354" 0.897 0.103
"4355" 0.917 0.083
"4356" 0.912 0.088
"4357" 0.92 0.08
"4358" 0.908 0.092
"4359" 0.881 0.119
"4360" 0.858 0.142
"4361" 0.782 0.218
"4362" 0.773 0.227
"4363" 0.779 0.221
"4364" 0.795 0.205
"4365" 0.841 0.159
"4366" 0.829 0.171
"4367" 0.84 0.16
"4368" 0.863 0.137
"4369" 0.83 0.17
"4370" 0.804 0.196
"4371" 0.799 0.201
"4372" 0.81 0.19
"4373" 0.814 0.186
"4374" 0.783 0.217
"4375" 0.734 0.266
"4376" 0.714 0.286
"4377" 0.678 0.322
"4378" 0.671 0.329
"4379" 0.687 0.313
"4380" 0.694 0.306
"4381" 0.778 0.222
"4382" 0.794 0.206
"4383" 0.835 0.165
